epoch,loss
0,0.1758171170949936
1,0.08477120846509933
2,0.07812519371509552
3,0.07611572742462158
4,0.0736062154173851
5,0.06956206262111664
6,0.06563407182693481
7,0.06241966411471367
8,0.05971250310540199
9,0.05722804367542267
10,0.05544232577085495
11,0.053938128054142
12,0.052649591118097305
13,0.051456518471241
14,0.050568923354148865
15,0.049723658710718155
16,0.04907926544547081
17,0.04830075055360794
18,0.047601018100976944
19,0.04708350449800491
20,0.0465867817401886
21,0.04584837704896927
22,0.04521322250366211
23,0.044809307903051376
24,0.04426800459623337
25,0.04358384385704994
26,0.043061211705207825
27,0.04272900149226189
28,0.04210631176829338
29,0.04210791736841202
30,0.04168327525258064
31,0.04153278470039368
32,0.041071467101573944
33,0.0409540981054306
34,0.04064102843403816
35,0.04004265367984772
36,0.04032124578952789
37,0.03988654166460037
38,0.039926815778017044
39,0.03965232893824577
40,0.03974880278110504
41,0.03994300588965416
42,0.03929555043578148
43,0.03955383598804474
44,0.0391235277056694
45,0.03882749378681183
46,0.038665808737277985
47,0.03838338702917099
48,0.03834864869713783
49,0.03828740492463112
50,0.0381336584687233
51,0.038564082235097885
52,0.03873053938150406
53,0.03874713554978371
54,0.03867017477750778
55,0.038227662444114685
56,0.038628075271844864
57,0.03857897222042084
58,0.038075823336839676
59,0.03781243413686752
60,0.03812199458479881
61,0.03836621344089508
62,0.038294870406389236
63,0.03798126056790352
64,0.037956807762384415
65,0.037672463804483414
66,0.03749135881662369
67,0.037513408809900284
68,0.0373116172850132
69,0.03709138557314873
70,0.037310998886823654
71,0.03730949014425278
72,0.03724461793899536
73,0.03696386516094208
74,0.03691401332616806
75,0.03699773922562599
76,0.03700685873627663
77,0.03680392727255821
78,0.03705402463674545
79,0.037181779742240906
80,0.037341248244047165
81,0.03759872913360596
82,0.037109725177288055
83,0.036906126886606216
84,0.03667353838682175
85,0.03679695352911949
86,0.0374281220138073
87,0.03727395087480545
88,0.03674422577023506
89,0.03650173544883728
90,0.036748167127370834
91,0.0366390123963356
92,0.03660278022289276
93,0.036623209714889526
94,0.03666916489601135
95,0.03714072331786156
96,0.03696518391370773
97,0.036448296159505844
98,0.03640037402510643
99,0.036392033100128174
